Date,,Open,High,Low,Close,Shares Traded
22-Dec-2003,,1778.85,1794.3,1778.4,1789.15,0
23-Dec-2003,,1789.1,1800.9,1751.05,1780.3,0
24-Dec-2003,,1788.45,1815.6,1780.3,1808.7,0
26-Dec-2003,,1804.7,1840.35,1804.7,1837.05,0
29-Dec-2003,,1838.05,1876,1837.65,1874.05,0
30-Dec-2003,,1878.9,1914.4,1858.55,1873.25,0
31-Dec-2003,,1868.9,1895.65,1852.5,1879.75,0
01-Jan-2004,,1880.35,1917.05,1880.35,1912.25,0
02-Jan-2004,,1912.25,1951.7,1911.05,1946.05,0
05-Jan-2004,,1946.3,1969.2,1930.75,1955,0
06-Jan-2004,,1955.1,1979.05,1908.75,1926.7,0
07-Jan-2004,,1927.95,1930.95,1888.1,1916.75,0
08-Jan-2004,,1918.1,1973.45,1918.1,1968.55,0
09-Jan-2004,,1969,2014.65,1957.45,1971.9,0
12-Jan-2004,,1972,1980.55,1936.75,1945.6,0
13-Jan-2004,,1944.7,1967.85,1926.1,1963.6,0
14-Jan-2004,,1987.4,1995.2,1970.1,1982.15,0
15-Jan-2004,,1983.2,2000.3,1933.25,1944.45,0
16-Jan-2004,,1944.15,1953.05,1887.1,1900.65,0
19-Jan-2004,,1901.9,1943.1,1874.95,1935.35,0
20-Jan-2004,,1928.8,1957.65,1876.85,1893.25,0
21-Jan-2004,,1895.45,1899.55,1811.35,1824.6,0
22-Jan-2004,,1824.7,1854.55,1756.25,1770.5,0
23-Jan-2004,,1771.1,1858.5,1771.1,1847.55,0
27-Jan-2004,,1847.9,1911.3,1844.65,1904.7,0
28-Jan-2004,,1903.9,1918.45,1846.35,1863.1,0
29-Jan-2004,,1863,1883.1,1827.25,1843.6,0
30-Jan-2004,,1843.7,1860.4,1804.3,1809.75,0
03-Feb-2004,,1809.3,1815.95,1755.65,1769,0
04-Feb-2004,,1769.1,1829.65,1761.75,1822.2,0
05-Feb-2004,,1823.5,1846.75,1787.15,1804.5,0
06-Feb-2004,,1804.35,1837.95,1797.95,1833.65,0
09-Feb-2004,,1834.9,1885.2,1833.05,1880.7,0
10-Feb-2004,,1880.85,1897,1861.65,1880.75,0
11-Feb-2004,,1891.8,1894.8,1874.5,1891.5,0
12-Feb-2004,,1892.2,1906.1,1869.25,1885.3,0
13-Feb-2004,,1875.6,1916.2,1873.25,1913.6,0
16-Feb-2004,,1914.45,1929.5,1909.45,1913.55,0
17-Feb-2004,,1913.55,1926.15,1905.5,1920.1,0
18-Feb-2004,,1920,1935.8,1912.6,1916.45,0
19-Feb-2004,,1916.65,1919.7,1851.8,1858.3,0
20-Feb-2004,,1858.25,1872.85,1831.15,1852.65,0
23-Feb-2004,,1853,1867.25,1800.2,1808.2,0
24-Feb-2004,,1808.4,1826.85,1780.35,1821.35,0
25-Feb-2004,,1833.65,1834.1,1779,1786.8,0
26-Feb-2004,,1787.45,1818.6,1760.55,1765.8,0
27-Feb-2004,,1765.9,1807.45,1763.95,1800.3,0
01-Mar-2004,,1798.35,1856.45,1795.35,1852.7,0
03-Mar-2004,,1852.45,1868.25,1842.45,1860.4,0
04-Mar-2004,,1859.3,1867.95,1831.2,1843.85,0
05-Mar-2004,,1843.9,1871.1,1843.9,1867.7,0
08-Mar-2004,,1868.15,1891.95,1867.95,1885.25,0
09-Mar-2004,,1884.5,1898.7,1843,1866.05,0
10-Mar-2004,,1866.3,1866.4,1835.8,1844.35,0
11-Mar-2004,,1843.95,1843.95,1798.45,1805.4,0
12-Mar-2004,,1805.2,1820.95,1775.9,1812.2,0
15-Mar-2004,,1812.45,1836,1751.8,1763.4,0
16-Mar-2004,,1763.35,1769.5,1730.1,1749.35,0
17-Mar-2004,,1749.6,1765.05,1738.85,1749.85,0
18-Mar-2004,,1750,1754.95,1708.3,1716.65,0
19-Mar-2004,,1716.3,1738.6,1703.55,1725.1,0
22-Mar-2004,,1726.3,1726.35,1678.4,1685,0
23-Mar-2004,,1685.15,1710.45,1669.7,1696.4,0
24-Mar-2004,,1697.4,1700.65,1676.4,1692.1,0
25-Mar-2004,,1691.95,1720.65,1691.95,1704.45,0
26-Mar-2004,,1704.45,1755.45,1703.8,1747.5,0
29-Mar-2004,,1747.35,1766.15,1739.5,1762.05,0
30-Mar-2004,,1762.15,1775.4,1746.25,1750.15,0
31-Mar-2004,,1744.6,1775.3,1740.2,1771.9,0
01-Apr-2004,,1771.45,1823.05,1771.45,1819.65,0
02-Apr-2004,,1856.1,1856.3,1809,1841.1,0
05-Apr-2004,,1841.1,1878.8,1840,1856.6,0
06-Apr-2004,,1870.8,1876.15,1836.9,1851.15,0
07-Apr-2004,,1856.4,1865.2,1833.95,1848.7,0
08-Apr-2004,,1854,1864.95,1839.7,1853.55,0
12-Apr-2004,,1860.3,1873.75,1828.95,1838.2,0
13-Apr-2004,,1838.5,1885.15,1819.8,1878.45,0
15-Apr-2004,,1878.5,1884.5,1855,1861.95,0
16-Apr-2004,,1863.85,1882.55,1861.8,1868.95,0
17-Apr-2004,,1869.2,1875.95,1864.95,1868.1,0
19-Apr-2004,,1868.2,1876.2,1837.4,1844.05,0
20-Apr-2004,,1844.4,1851,1832,1844.25,0
21-Apr-2004,,1844.35,1876,1838.6,1873.35,0
22-Apr-2004,,1873.55,1894.6,1871,1889.55,0
23-Apr-2004,,1890.85,1912.35,1885.75,1892.45,0
27-Apr-2004,,1890.05,1893.1,1814,1817.25,0
28-Apr-2004,,1819,1833.95,1801.8,1816.55,0
29-Apr-2004,,1816.7,1818.9,1793.1,1808.95,0
30-Apr-2004,,1820.55,1841.45,1788.3,1796.1,0
03-May-2004,,1796.1,1801.45,1742.8,1766.7,0
04-May-2004,,1769.1,1803.15,1768.8,1793.1,0
05-May-2004,,1789.45,1814.35,1788.1,1809.9,0
06-May-2004,,1810.3,1837.95,1810.3,1832.8,0
07-May-2004,,1832.85,1833.15,1796.95,1804.45,0
10-May-2004,,1804.4,1804.4,1753.8,1769.1,0
11-May-2004,,1768.7,1768.7,1692.9,1699.45,0
12-May-2004,,1699.25,1721.35,1689.85,1711.1,0
13-May-2004,,1707.95,1750.3,1625.1,1717.5,0
14-May-2004,,1717.05,1722.8,1566.95,1582.4,0
17-May-2004,,1582.5,1583.8,1292.2,1388.75,0
18-May-2004,,1392.95,1517.6,1389.65,1503.95,0
19-May-2004,,1508.05,1576.05,1508.05,1567.85,0
20-May-2004,,1566.5,1591.05,1531.3,1543.85,0
21-May-2004,,1545.05,1566.15,1498.1,1560.2,0
24-May-2004,,1563.65,1613.6,1563.05,1608.85,0
25-May-2004,,1608.9,1621.45,1566.4,1606.7,0
26-May-2004,,1608.15,1625.7,1587,1598.8,0
27-May-2004,,1590.15,1606,1576.05,1586.4,0
28-May-2004,,1586.35,1587.1,1504,1508.75,0
31-May-2004,,1507.05,1509.05,1456.2,1483.6,0
01-Jun-2004,,1483.9,1529.6,1483.9,1507.9,0
02-Jun-2004,,1508,1543.3,1508,1535.2,0
03-Jun-2004,,1535.8,1566.5,1484.5,1495.1,0
04-Jun-2004,,1494.85,1527,1480.8,1521.1,0
07-Jun-2004,,1521.6,1557.5,1521.6,1542.55,0
08-Jun-2004,,1542.6,1557,1526.45,1550.55,0
09-Jun-2004,,1550.45,1561.6,1541.6,1548.3,0
10-Jun-2004,,1547.7,1552.75,1535,1544.75,0
11-Jun-2004,,1544.95,1547.4,1504.8,1508.45,0
14-Jun-2004,,1508.15,1509.6,1474.65,1481.35,0
15-Jun-2004,,1481.45,1507.85,1481,1501,0
16-Jun-2004,,1500.95,1525.2,1490.45,1494.75,0
17-Jun-2004,,1494.7,1519.2,1482.2,1512.05,0
18-Jun-2004,,1511.95,1515.05,1485.05,1491.2,0
21-Jun-2004,,1490.75,1499.8,1478.85,1482,0
22-Jun-2004,,1482.85,1489.6,1467.65,1474.7,0
23-Jun-2004,,1474.8,1481.45,1442.55,1446.1,0
24-Jun-2004,,1445.35,1474.3,1437.9,1470.75,0
25-Jun-2004,,1471.5,1494,1459.55,1488.5,0
28-Jun-2004,,1488.6,1516.95,1488.6,1514.35,0
29-Jun-2004,,1514.35,1528.5,1503.3,1518.3,0
30-Jun-2004,,1518.7,1532.15,1501.7,1505.6,0
01-Jul-2004,,1506.65,1539.15,1504.55,1537.2,0
02-Jul-2004,,1537.05,1547.65,1516.15,1537.5,0
05-Jul-2004,,1537.55,1546,1522.9,1526.85,0
06-Jul-2004,,1526.65,1561,1524.15,1558.25,0
07-Jul-2004,,1558.05,1578.5,1551.35,1566.8,0
08-Jul-2004,,1567.25,1586.55,1504.5,1518.15,0
09-Jul-2004,,1517.45,1557.75,1472.55,1553.2,0
12-Jul-2004,,1548.6,1562.8,1537.7,1556.95,0
13-Jul-2004,,1560,1569.75,1530.6,1539.3,0
14-Jul-2004,,1535.1,1552.25,1519.35,1522.75,0
15-Jul-2004,,1523.1,1543.25,1517.8,1539.4,0
16-Jul-2004,,1538.15,1562,1533.65,1558.8,0
19-Jul-2004,,1559.2,1582.35,1556.55,1571.6,0
20-Jul-2004,,1571.7,1581.05,1555.55,1566.1,0
21-Jul-2004,,1566.15,1600.7,1562.9,1581.4,0
22-Jul-2004,,1581.6,1609.55,1580.95,1598.1,0
23-Jul-2004,,1587.6,1610.85,1587.6,1601.6,0
26-Jul-2004,,1602.15,1620.35,1584.65,1618,0
27-Jul-2004,,1617.95,1629.35,1597.2,1600.75,0
28-Jul-2004,,1600.85,1609.45,1586.15,1594.15,0
29-Jul-2004,,1594.7,1624.3,1590.15,1618.7,0
30-Jul-2004,,1618.9,1638.7,1609.9,1632.3,0
02-Aug-2004,,1631.55,1643.8,1627.25,1639.05,0
03-Aug-2004,,1639.95,1648.35,1626.3,1630.6,0
04-Aug-2004,,1631.3,1635.95,1618.2,1626.55,0
05-Aug-2004,,1626.4,1656.25,1626.4,1654.95,0
06-Aug-2004,,1654.85,1658.7,1626.7,1633.4,0
09-Aug-2004,,1633.25,1644.4,1617.05,1642.6,0
10-Aug-2004,,1642.75,1656.6,1637.7,1652.15,0
11-Aug-2004,,1652.1,1658.9,1616.85,1621.6,0
12-Aug-2004,,1624.3,1629.15,1599.5,1607.2,0
13-Aug-2004,,1598.2,1612.7,1591.6,1598.2,0
16-Aug-2004,,1597.5,1603.2,1582.35,1599.15,0
17-Aug-2004,,1624,1628.45,1597.45,1604.35,0
18-Aug-2004,,1604.15,1604.15,1577.25,1581.8,0
19-Aug-2004,,1581.9,1612.5,1581.9,1609.2,0
20-Aug-2004,,1609.2,1610.6,1584.05,1590.35,0
23-Aug-2004,,1590.9,1595.55,1573.7,1578.2,0
24-Aug-2004,,1578.2,1597.9,1578.05,1591.6,0
25-Aug-2004,,1592.2,1598.55,1586.35,1595.7,0
26-Aug-2004,,1595.75,1613.25,1593.45,1610.75,0
27-Aug-2004,,1610.85,1617.25,1600.15,1609,0
30-Aug-2004,,1609.45,1629.9,1609.2,1628.45,0
31-Aug-2004,,1628.5,1634.8,1618.3,1631.75,0
01-Sep-2004,,1631.7,1640.55,1631.1,1635.45,0
02-Sep-2004,,1635.5,1641.25,1619.9,1629.3,0
03-Sep-2004,,1629.65,1636.1,1622.1,1634.1,0
06-Sep-2004,,1634.6,1649.15,1634.45,1644,0
07-Sep-2004,,1643.95,1653.15,1641.8,1650.15,0
08-Sep-2004,,1650.6,1658.85,1648.25,1656.25,0
09-Sep-2004,,1656.25,1662.4,1640.25,1649,0
10-Sep-2004,,1649.45,1670.95,1642.35,1668.75,0
13-Sep-2004,,1668.25,1681.75,1668.05,1675.2,0
14-Sep-2004,,1675.2,1686.8,1668.45,1685.55,0
15-Sep-2004,,1685.7,1694.45,1675.85,1683.2,0
16-Sep-2004,,1683.6,1708,1677.35,1705.7,0
17-Sep-2004,,1702.7,1736.4,1702.7,1733.65,0
20-Sep-2004,,1734.05,1741.55,1725.3,1728.8,0
21-Sep-2004,,1728.75,1753,1724.7,1750.2,0
22-Sep-2004,,1749.75,1760.8,1736.3,1753.9,0
23-Sep-2004,,1753.1,1753.15,1723.4,1726.15,0
24-Sep-2004,,1726.15,1736.9,1717.2,1722.5,0
27-Sep-2004,,1722.4,1726.15,1707.95,1717.5,0
28-Sep-2004,,1717.45,1717.9,1697.4,1700.25,0
29-Sep-2004,,1700.55,1730.3,1695.7,1727.95,0
30-Sep-2004,,1728.3,1748.2,1728.2,1745.5,0
01-Oct-2004,,1744.4,1778.65,1737.85,1775.15,0
04-Oct-2004,,1776.75,1813.9,1775.45,1805.65,0
05-Oct-2004,,1805.85,1816.55,1798.6,1812.45,0
06-Oct-2004,,1811.7,1824.8,1790.6,1794.9,0
07-Oct-2004,,1793,1821.85,1793,1815.7,0
08-Oct-2004,,1815.65,1825.15,1808.75,1820.2,0
09-Oct-2004,,1812.85,1824.9,1812.8,1817.8,0
11-Oct-2004,,1817.85,1829.45,1803.5,1807.75,0
12-Oct-2004,,1808.45,1820.9,1783.05,1786.9,0
14-Oct-2004,,1784.8,1805.7,1773,1794.75,0
15-Oct-2004,,1794.8,1814.05,1789.55,1795,0
18-Oct-2004,,1796.05,1806.15,1782.95,1786,0
19-Oct-2004,,1787.2,1813.9,1787.2,1808.4,0
20-Oct-2004,,1808.6,1815.2,1785.45,1790.05,0
21-Oct-2004,,1790.35,1795.4,1772.4,1779.75,0
25-Oct-2004,,1780,1783.55,1753.5,1757.25,0
26-Oct-2004,,1777.85,1782.1,1750.3,1781.05,0
27-Oct-2004,,1781.15,1797.55,1774.2,1783.85,0
28-Oct-2004,,1783.9,1808.15,1783.9,1800.1,0
29-Oct-2004,,1800.85,1808.85,1783.1,1786.9,0
01-Nov-2004,,1787.3,1800.25,1776.7,1797.75,0
02-Nov-2004,,1798.3,1817.1,1798.3,1813.7,0
03-Nov-2004,,1814.15,1838.4,1814.15,1837.4,0
04-Nov-2004,,1837.8,1853.05,1830.5,1834.85,0
05-Nov-2004,,1836.05,1854.4,1836,1852.3,0
08-Nov-2004,,1852.45,1871.05,1852.45,1862.8,0
09-Nov-2004,,1863.55,1869.45,1853.45,1858.75,0
10-Nov-2004,,1859.65,1878.2,1857.7,1876.1,0
11-Nov-2004,,1876.45,1884.65,1866.95,1870.55,0
12-Nov-2004,,1871.9,1885.05,1866.75,1872.95,0
16-Nov-2004,,1872.8,1881.4,1862.8,1879,0
17-Nov-2004,,1879.05,1892.15,1874.35,1888.65,0
18-Nov-2004,,1890.45,1895.3,1880.8,1892.05,0
19-Nov-2004,,1891.95,1898.15,1869.35,1872.35,0
22-Nov-2004,,1872.55,1878.05,1845.1,1873.35,0
23-Nov-2004,,1873.35,1900.05,1873.35,1892.6,0
24-Nov-2004,,1893.15,1907.35,1889.85,1904.05,0
25-Nov-2004,,1904.25,1915.8,1892.6,1901.05,0
29-Nov-2004,,1899.3,1942.95,1894.6,1939.65,0
30-Nov-2004,,1940.25,1963.8,1940.25,1958.8,0
01-Dec-2004,,1960.75,1971.6,1944.5,1962.05,0
02-Dec-2004,,1962.75,2001.55,1962.75,1999,0
03-Dec-2004,,1991.9,2011.9,1990.3,1996.2,0
06-Dec-2004,,1996.3,2012.25,1989.95,1993.15,0
07-Dec-2004,,1990.6,2002.6,1981.15,1992.7,0
08-Dec-2004,,1994.15,2009.7,1973.15,1977.95,0
09-Dec-2004,,1977.8,1995.7,1964.5,1989.95,0
10-Dec-2004,,1990.2,1999.7,1964.65,1969,0
13-Dec-2004,,1970.6,1987,1964.8,1985.35,0
14-Dec-2004,,1985.2,2008.8,1972.85,2006.8,0
15-Dec-2004,,2006.8,2034.35,2006.8,2028.7,0
16-Dec-2004,,2028.8,2039.2,2019.5,2033.2,0
17-Dec-2004,,2032.85,2037.7,2007.2,2012.1,0
20-Dec-2004,,2012.5,2029.5,2007.15,2026.85,0
21-Dec-2004,,2027.8,2047.5,2025.25,2044.65,0
22-Dec-2004,,2040.6,2053.9,2029.85,2035.35,0
23-Dec-2004,,2035.6,2049.3,2031.9,2045.15,0
24-Dec-2004,,2045.35,2065.6,2045.3,2062.7,0
27-Dec-2004,,2061.6,2079.05,2046.25,2062.6,0
28-Dec-2004,,2063.6,2074.6,2060.05,2071.35,0
29-Dec-2004,,2071.55,2086.15,2062.35,2069.6,0
30-Dec-2004,,2070.55,2088.45,2052.25,2059.8,0
31-Dec-2004,,2059.85,2083,2059.85,2080.5,0
03-Jan-2005,,2080,2118.6,2080,2115,0
04-Jan-2005,,2116.95,2120.15,2100.55,2103.75,0
05-Jan-2005,,2103.75,2105.1,1990.15,2032.2,0
06-Jan-2005,,2031.55,2035.65,1984.25,1998.35,0
07-Jan-2005,,1998.25,2021.45,1992.55,2015.5,0
10-Jan-2005,,2016.75,2025.9,1974.8,1982,0
11-Jan-2005,,1982.7,1988.9,1947.35,1952.05,0
12-Jan-2005,,1953.6,1966.65,1900.85,1913.6,0
13-Jan-2005,,1922.5,1963.4,1916.95,1954.55,0
14-Jan-2005,,1954.9,1961.4,1922.85,1931.1,0
17-Jan-2005,,1931.75,1944.55,1902.45,1932.9,0
18-Jan-2005,,1933.05,1956.95,1925.35,1934.05,0
19-Jan-2005,,1934.1,1945.65,1922.35,1926.65,0
20-Jan-2005,,1928.1,1940.95,1900.05,1925.3,0
24-Jan-2005,,1925.3,1932.75,1902.9,1909,0
25-Jan-2005,,1908.85,1934.25,1894.4,1931.85,0
27-Jan-2005,,1931.9,1961.75,1929,1955,0
28-Jan-2005,,1955.25,2014.25,1950.85,2008.3,0
31-Jan-2005,,2008.45,2060.4,2006.35,2057.6,0
01-Feb-2005,,2057.75,2072.5,2045.25,2059.85,0
02-Feb-2005,,2062.15,2074.5,2045.5,2052.25,0
03-Feb-2005,,2052.35,2083.75,2052.35,2079.45,0
04-Feb-2005,,2079.4,2099.2,2060.8,2077.95,0
07-Feb-2005,,2097.45,2098,2049.85,2055.1,0
08-Feb-2005,,2055,2065,2043.6,2055.15,0
09-Feb-2005,,2055.2,2077.7,2055.2,2070,0
10-Feb-2005,,2070.1,2075.1,2049.85,2063.35,0
11-Feb-2005,,2063.35,2084.5,2063.35,2082.05,0
14-Feb-2005,,2083.05,2110.15,2083.05,2098.25,0
15-Feb-2005,,2098.25,2101.6,2081.2,2089.95,0
16-Feb-2005,,2090,2103.4,2059.45,2068.8,0
17-Feb-2005,,2069.1,2069.15,2045.85,2061.9,0
18-Feb-2005,,2062.45,2076.7,2048.85,2055.55,0
21-Feb-2005,,2055.15,2065.75,2039.9,2043.2,0
22-Feb-2005,,2043.4,2061.65,2036.6,2058.4,0
23-Feb-2005,,2058.7,2065.15,2051.35,2057.1,0
24-Feb-2005,,2057.75,2070.5,2052.4,2055.3,0
25-Feb-2005,,2057.3,2081.85,2051.2,2060.9,0
28-Feb-2005,,2061.2,2106.2,2047.7,2103.25,0
01-Mar-2005,,2103.1,2115.1,2073.8,2084.4,0
02-Mar-2005,,2084.6,2096.35,2080.55,2093.25,0
03-Mar-2005,,2093.4,2132.75,2093.35,2128.85,0
04-Mar-2005,,2129.1,2152.75,2129.1,2148.15,0
07-Mar-2005,,2148.25,2166.85,2143.05,2160.1,0
08-Mar-2005,,2160.65,2173.85,2154,2168.95,0
09-Mar-2005,,2169.1,2183.45,2141.35,2160.8,0
10-Mar-2005,,2160.85,2170.2,2145.75,2167.4,0
11-Mar-2005,,2167.7,2182.1,2148.7,2154,0
14-Mar-2005,,2153.8,2164.15,2140.9,2146.35,0
15-Mar-2005,,2146.55,2151.35,2122,2128.95,0
16-Mar-2005,,2129.35,2158.9,2121.1,2125.55,0
17-Mar-2005,,2123.95,2126.55,2090.45,2098.5,0
18-Mar-2005,,2097.75,2112.25,2077.2,2109.15,0
21-Mar-2005,,2117.95,2124.8,2089.35,2096.6,0
22-Mar-2005,,2096.75,2099,2056.5,2061.6,0
23-Mar-2005,,2061.2,2067.45,2019.85,2026.4,0
24-Mar-2005,,2026.6,2042.45,2007.35,2015.4,0
28-Mar-2005,,2015.75,2046.85,2015.25,2029.45,0
29-Mar-2005,,2029.4,2032.65,1971.55,1983.85,0
30-Mar-2005,,1983.65,2000.45,1971.15,1993.7,0
31-Mar-2005,,1994.5,2043.6,1994.5,2035.65,0
01-Apr-2005,,2035.9,2071.2,2024.25,2067.65,0
04-Apr-2005,,2067.65,2076.6,2054.9,2063.4,0
05-Apr-2005,,2063.2,2077.95,2043.7,2052.55,0
06-Apr-2005,,2054,2073.1,2051.3,2069.3,0
07-Apr-2005,,2069.15,2084.9,2048.05,2052.85,0
08-Apr-2005,,2053.05,2057.5,2024.8,2031.2,0
11-Apr-2005,,2032.75,2033,2001.85,2008.2,0
12-Apr-2005,,2002.75,2027.8,2002.75,2024.95,0
13-Apr-2005,,2024.9,2038.85,2018.1,2025.45,0
15-Apr-2005,,2022.5,2022.5,1952.75,1956.3,0
18-Apr-2005,,1955.5,1959.25,1914.85,1927.8,0
19-Apr-2005,,1927.9,1961.15,1902.8,1909.4,0
20-Apr-2005,,1908.5,1941.85,1902.9,1929.7,0
21-Apr-2005,,1930.5,1950,1911.4,1948.55,0
22-Apr-2005,,1950.6,1972.95,1950,1967.35,0
25-Apr-2005,,1968.45,1974.2,1952.4,1970.95,0
26-Apr-2005,,1971.05,1972.85,1951.8,1957.1,0
27-Apr-2005,,1959.45,1962.2,1930.35,1935.4,0
28-Apr-2005,,1935.65,1950.25,1921.05,1941.3,0
29-Apr-2005,,1943.2,1943.2,1896.3,1902.5,0
02-May-2005,,1903.1,1925.6,1898.15,1916.75,0
03-May-2005,,1916.95,1940.1,1911,1920.7,0
04-May-2005,,1920.5,1944.45,1920.15,1942.6,0
05-May-2005,,1942.6,1973.35,1942.05,1963.3,0
06-May-2005,,1962.3,1984.4,1947.3,1977.5,0
09-May-2005,,1978.05,2003.15,1978.05,2000.75,0
10-May-2005,,2001,2007.8,1989.1,1994.3,0
11-May-2005,,1990.55,1991.85,1975.05,1985.95,0
12-May-2005,,1985.95,1999.85,1981.95,1993.15,0
13-May-2005,,1992.5,1992.75,1978.9,1988.3,0
16-May-2005,,1991.5,2014.95,1989.7,2012.6,0
17-May-2005,,2013.1,2024.6,1984.75,1990.8,0
18-May-2005,,1990.65,1990.95,1964.65,1982.75,0
19-May-2005,,1983.15,2008.35,1983.15,1990.85,0
20-May-2005,,1991.85,1998.2,1975.95,1992.4,0
23-May-2005,,1992.1,2019.35,1991.7,2013.9,0
24-May-2005,,2016,2031.9,2009.55,2028.6,0
25-May-2005,,2028.55,2047.45,2019,2043.85,0
26-May-2005,,2043.5,2078.65,2025.65,2074.7,0
27-May-2005,,2073.25,2099.35,2069.5,2076.4,0
30-May-2005,,2076.55,2086.85,2064.85,2072.4,0
31-May-2005,,2072.5,2091.75,2066.55,2087.55,0
