open,high,low,clos,volm,sto,will,prate,bvol,sma1,sma2,wma1,wma2,std,ema1,ema2,ycc,yoo,yoc
1125.00,	1145.75,	1115.05,	1131.00,	50289.00,	36.81,	-63.19,	0.00363830,	-6754296.00,	1119.20,	1124.43,	1118.93,	1127.25,	60.70,	1126.93,	1132.79,	1,	1,	1
1128.00,	1162.45,	1126.20,	1156.80,	598424.00,	79.39,	-20.61,	0.03655914,	-6155872.00,	1125.18,	1127.01,	1118.35,	1126.54,	61.96,	1126.03,	1129.76,	1,	1,	1
1165.00,	1175.80,	1142.15,	1149.60,	84733.00,	62.49,	-37.51,	0.03548910,	-6240605.00,	1131.90,	1128.36,	1123.65,	1125.12,	69.54,	1125.69,	1128.71,	-1,	1,	-1
1150.00,	1155.00,	1118.25,	1123.05,	307009.00,	24.48,	-75.52,	0.01002788,	-6547614.00,	1134.47,	1127.69,	1131.74,	1124.75,	77.83,	1123.64,	1127.04,	-1,	-1,	-1
1130.00,	1137.00,	1123.50,	1134.65,	63419.00,	41.09,	-58.91,	0.00322723,	-6484195.00,	1139.02,	1127.76,	1140.78,	1123.64,	82.77,	1124.79,	1128.41,	1,	-1,	1
1123.50,	1132.05,	1108.50,	1111.65,	184536.00,	8.09,	-91.91,	-0.03903008,	-6668731.00,	1135.15,	1127.17,	1142.17,	1125.39,	84.73,	1124.21,	1127.88,	-1,	-1,	-1
1120.00,	1125.00,	1080.00,	1101.60,	100871.00,	22.55,	-77.45,	-0.04175365,	-6769602.00,	1124.11,	1124.64,	1131.27,	1124.98,	84.73,	1124.82,	1125.94,	-1,	-1,	-1
1102.00,	1102.00,	1055.00,	1059.75,	261728.00,	3.93,	-96.07,	-0.05636436,	-7031330.00,	1106.14,	1119.02,	1116.78,	1125.53,	77.98,	1125.64,	1123.46,	-1,	-1,	-1
1070.00,	1078.00,	1056.00,	1059.95,	112136.00,	4.10,	-95.90,	-0.06583528,	-6919194.00,	1093.52,	1114.00,	1106.94,	1126.22,	71.74,	1126.63,	1120.19,	1,	-1,	-1
1077.00,	1127.00,	1062.00,	1115.65,	90134.00,	50.21,	-49.79,	0.00359825,	-6829060.00,	1089.72,	1114.37,	1091.96,	1126.67,	63.43,	1126.09,	1120.13,	1,	1,	1
1108.00,	1155.00,	1107.00,	1137.30,	131252.00,	68.13,	-31.87,	0.03240741,	-6697808.00,	1094.85,	1115.00,	1086.36,	1123.76,	47.15,	1119.91,	1119.65,	1,	1,	1
1140.00,	1150.00,	1112.05,	1136.90,	88645.00,	67.80,	-32.20,	0.07280019,	-6786453.00,	1101.91,	1113.01,	1086.47,	1115.80,	34.10,	1112.38,	1120.44,	-1,	1,	-1
1148.05,	1148.05,	1115.00,	1122.85,	170650.00,	56.17,	-43.83,	0.05934242,	-6957103.00,	1114.53,	1110.33,	1104.73,	1108.66,	23.00,	1108.50,	1122.09,	-1,	1,	-1
1120.00,	1130.00,	1115.00,	1116.55,	469171.00,	50.95,	-49.05,	0.00080670,	-7426274.00,	1125.85,	1109.68,	1126.69,	1106.23,	11.42,	1102.59,	1123.71,	-1,	-1,	-1
1125.00,	1128.90,	1114.90,	1115.90,	65764.00,	50.41,	-49.59,	-0.01881650,	-7492038.00,	1125.90,	1107.81,	1130.11,	1101.35,	6.06,	1099.45,	1122.73,	-1,	1,	-1
