open,high,low,clos,volm,sto,will,prate,bvol,sma1,sma2,wma1,wma2,std,ema1,ema2,ycc,yoo,yoc
135.00,	139.68,	134.11,	138.14,	411750.00,	116.91,	16.91,	0.09098089,	3023250.00,	103.00,	113.76,	127.82,	125.15,	53.55,	125.82,	125.20,	1,	1,	1
139.00,	140.80,	138.42,	140.35,	325250.00,	103.27,	3.27,	0.11468509,	3348500.00,	105.30,	115.43,	130.08,	126.61,	41.56,	127.00,	125.36,	1,	1,	1
141.50,	142.00,	139.62,	140.36,	242500.00,	97.96,	-2.04,	0.09810671,	3591000.00,	108.19,	117.01,	133.77,	127.80,	30.22,	128.40,	125.62,	1,	1,	-1
139.80,	139.80,	135.51,	135.91,	315750.00,	73.29,	-26.71,	0.00935759,	3275250.00,	110.70,	118.60,	137.68,	129.31,	17.35,	130.02,	126.14,	-1,	-1,	-1
134.20,	138.80,	134.20,	135.84,	288500.00,	72.98,	-27.02,	-0.01664978,	2986750.00,	110.95,	119.70,	138.93,	130.86,	18.60,	131.24,	127.32,	-1,	-1,	1
135.80,	138.73,	135.80,	138.24,	381250.00,	82.22,	-17.78,	-0.01503384,	3368000.00,	110.49,	120.56,	138.76,	132.15,	20.34,	132.73,	128.62,	1,	1,	1
139.60,	140.01,	137.04,	138.17,	246000.00,	79.63,	-20.37,	-0.01560274,	3122000.00,	110.07,	121.72,	137.82,	133.80,	20.75,	134.85,	129.68,	-1,	1,	-1
139.40,	140.60,	138.46,	140.35,	174000.00,	91.22,	-8.78,	0.03266868,	3296000.00,	109.63,	122.95,	136.71,	135.81,	28.23,	137.08,	130.83,	1,	-1,	1
140.94,	140.94,	138.80,	139.27,	78750.00,	85.48,	-14.52,	0.02525029,	3217250.00,	110.52,	124.20,	137.67,	137.74,	31.06,	138.33,	132.15,	-1,	1,	-1
139.20,	141.60,	139.00,	139.94,	184000.00,	88.09,	-11.91,	0.01229745,	3401250.00,	111.21,	124.66,	138.82,	138.47,	35.19,	138.63,	133.27,	1,	-1,	1
138.80,	138.80,	137.06,	137.30,	173750.00,	72.83,	-27.17,	-0.00629659,	3227500.00,	111.55,	124.84,	139.28,	138.60,	39.68,	138.36,	134.61,	-1,	-1,	-1
136.40,	141.35,	136.40,	137.30,	436000.00,	72.83,	-27.17,	-0.02173139,	3227500.00,	111.37,	124.54,	139.52,	138.21,	42.73,	137.75,	136.17,	0,	-1,	1
138.00,	140.20,	135.60,	139.52,	212750.00,	84.50,	-15.50,	0.00179507,	3440250.00,	110.76,	124.23,	138.76,	137.77,	48.44,	137.97,	137.69,	1,	1,	1
141.94,	149.80,	139.90,	140.45,	314250.00,	88.42,	-11.58,	0.00364442,	3754500.00,	110.81,	124.59,	138.56,	138.26,	57.08,	138.64,	138.44,	1,	1,	-1
140.96,	140.96,	137.04,	137.56,	165250.00,	21.99,	-78.01,	0.00189366,	3589250.00,	110.91,	125.05,	138.23,	138.86,	59.51,	138.98,	138.64,	-1,	-1,	-1
137.50,	138.80,	135.40,	136.21,	187000.00,	12.88,	-87.12,	-0.00793882,	3402250.00,	110.97,	124.99,	138.65,	138.95,	52.93,	139.13,	138.36,	-1,	-1,	-1
135.60,	139.18,	135.30,	138.54,	214500.00,	27.82,	-72.18,	-0.00702408,	3616750.00,	110.75,	124.79,	138.89,	139.00,	48.69,	138.77,	137.95,	1,	-1,	1
138.20,	139.00,	136.41,	137.95,	228750.00,	24.04,	-75.96,	-0.01779993,	3388000.00,	110.55,	124.61,	138.44,	138.65,	39.29,	138.55,	138.21,	-1,	1,	-1
137.99,	139.00,	137.80,	138.61,	153750.00,	28.27,	-71.73,	0.00763303,	3541750.00,	110.05,	124.48,	137.44,	138.46,	33.42,	138.18,	138.62,	1,	-1,	1
139.88,	141.40,	137.99,	138.43,	188500.00,	21.59,	-78.41,	0.01629836,	3353250.00,	110.26,	124.34,	137.59,	138.14,	33.22,	138.29,	138.74,	-1,	1,	-1
